name,accords,reivew
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",I remember this fragrance from when I was in high school in the mid 90s. A neighbor/teacher that I would catch a ride to school with practically bathed in this stuff. It was super trendy. I have a new bottle and I believe it’s fruiter smelling than it used to be. The initial smell before the dry down reminds me a little bit of Froot Loops cereal.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","A perfectly unisex fragrance that will have you smelling fresh and clean for a fantastic price. It opens up with bright citruses, and as it dries down, all the floral notes and the green notes come through. The green notes give a dewy vibe, so along with the floral accords, it smells like a fresh spring garden. Throughout the whole lifespan of the fragrance, the musk is quite prominent too, which gives it a bit more depth and intrigue, and balances out the florals to make it more unisex.

Performance is moderate, but better than expected given that it's a fresh, cheaper fragrance. Of course, it's nothing groundbreaking, but it's so difficult to dislike, and at such a low price point, is a fantastic fragrance for any occasion, especially for the warmer weather."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",This is what everyone should smell like all the time.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I wore this all through high school. One sniff and it immediately takes me back. I still have my bottle. It has hardly any left. Now I just save it for the memories. In 1994, Calvin Klein advertising was everything. Wearing a unisex fragrance made us feel like we were shunning the high school girl norms. While our classmates were drowning themselves in cucumber melon or Clinique Happy and others I don’t remember, my best friend and I thought we were oh so edgy in our ck One. I still like the smell, but it’s nothing I would wear today. I’m practically anti citrus & fresh scents now. But at the time, Calvin knew how to make citrus fresh and clean SO sexy. As odd as it sounds, when I wasn’t wearing this I was dousing myself in patchouli oil, which I still love to this day."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",I've always smelled this one on people. It truly puts me in the mind of PE 360.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I had a sample of this and only tried it once. It is very fresh on the initial spray, and I liked that it was a more masculine scent, but as the day went on I couldn't get the idea that this smelled *dirty* out of my head. It was so strange, like this after-cloud of someone with bad hygiene. I have no idea what was happening or why it went so sour on me but unfortunately this one really does not agree with my body chemistry. I could see why people like it, just get yourself a sample first to make sure it works for you."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","If you´re looking for a complicated and complex scent, this ain´t for you. But - if you´re looking for a clean, fresh scent which is good for the office, a dinner with your friends or even a date this is for you. LOVE IT!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Fresh, airy lemon... pleasant, clean scent. I like the smell of this, but I bought this as a gift from my ex boyfriend who cheated on me and that's all I associate the scent with now. It's crazy how much fragrance causes ties to memories of times & people, my mind is trapped haha!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I have memories of pretty teenage girls in the 90s that smelled like this (I was just a little kid so to me they seemed so sophisticated lol). Fresh, citrusy, green, unisex. It works really well in warmer weather without being overwhelming. It's certainly one of my favorites that I'll always keep a bottle of."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I used to be a bit snobby about CK One but I’ve really come to appreciate what a lovely fragrance it is. Truly unisex and super fresh, it’s just comforting to wear on a nice day, fresh out of the shower with a clean t-shirt."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Can it be more WC-duck than this?
Yuck, who wants to smell like a cleaning session of the toilet?"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Powdery citrus, opens up freshly. Mid and bottom notes deep and powdery."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Cirtusy and fresh, a little bit sweet in the dry down on my skin. To me it smells very clean, just the perfect scent for everyday, and mostly the warmer seasons (but imo it works quite well in medium cold weather). A great, simple unisex scent. Only negative thing I can say about is that it has a weak longevity. Still a classic!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",I remember this being a bright citrus scent with a spicy dry down. The spicy aura must be the cardamom and nutmeg. To me it fell under the cologne category but I prefer more feminine scents. This frag is much more unisex than what is labeled unisex these days but people can where anything they like regardless of category. There's no wrong or right.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Come on ladies and gents lol..., yea it’s weak but it’s a classic. We don’t need to smell like a king every where we go at all times plus let’s consider the younger demographic that will appreciate this like we used to do back in the day. My BEST advice, grab this bcs it’s super affordable and bathe in it and then layer it with Acua Di Gio. Your good stuff will last longer and you’ll smell good all the way around and you won’t need to worry about losing or break your good bottle and just leave the CK in the glove box or gym bag."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","The beginning of this perfume feels rather masculine to me (because of the strong citrus notes). However, as it starts to dry down, I can see how it leans towards a more unisex smell. I would say it smells quite soapy and citrusy. It is quite inoffensive and a very mass-appealing scent, something you could find in everything from body soaps to deodorants. Probably a very good choice when you want to smell clean and approachable.

Overall score: 6/10"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",this was very good in the 90's when it first came out i had a bottle . it had a bitter citrus note in the old bottles thats what made it ck one special back then i remember it . the new bottles that note isn't there anymore it was replaced or took out completely . its not worth it really go buy acqua gio instead
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",I would say it is a very safe but. Not fruity or floral but more ozonic green fresh. I loved wearing this in the 90s and I went and bought myself a bottle about 5 years ago knowing I already love it I could just get another one (I was in the hunt for perfumes). The memories from the 90s were too strong and I returned the bottle. They were not bad memories at all but it reminded me I smelled like the 90s and I could not stand it! Now any perfume that resembles that smell or memorie is a big no no for me! Great scent but it needs to stay in the 90s!
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","A great fragrance. Mass appeal, cult following, universal use - it is what it is.

However many people have been overexposed to it. We find similar notes in air freshners, shampoos, shower gels. It's versatility makes it a safe choise, devoid of true originality. It's not a bad thing sometimes. You can use it anywhere, anytime.

However I noticed there are many similar fragrances and homage clones worth mentioning (if you cannot afford the real thing or want to save some money).

A worthy mention could be:
Lidl Aura Unicke – Smells like Calvin Klein’s One original formula."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I wish I could go back in time and not have been overexposed to CK One! It was so ubiquitous during my teenage years that I grew sick of it - over-sprayed by obnoxious, hormonal teenage boys in my high school. Ugh. Sadly, it will forever be stuck in that negative scent memory for me. That doesn't mean it's not a good fragrance!! It has its place in fragrance history and luckily for those who love it, it's still being produced and is easy to find in the marketplace today. One must acknowledge its importance (in the US at least) as a trailblazer for unisex fragrances, being the first unisex scent to be hugely popular in this country. I actually love unisex fragrances now and mostly wear citrus/fresh scents so while CK One should be right up my alley, I can't go near a bottle! Scent memory is too strong."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",Citrusy and spicy. Very cheerful and friendly. Classic unisex.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","This is a nice blast from the past. I first had a bottle of this when i was 16. Since then, maybe its been reformulated. I thought it was full of pheremones then. Now i love the citrusy opening blast. Dry down is a bit quick and faint. So this is a reach scent when you need a pick me up. I appreciate this is one i could share with my girlfriend. I still think CK Be is better but it doesn't mean this one is a bad choice."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Very fresh citrusy scent , great price"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I wore this a lot 25 years ago.
To my knowledge, this was the first, or one of the first, unisex fragrances.

Now, almost everything is listed as unisex even if it's not (looking at you bond no 9)

I don't have a problem with that, wear whatever you want. I occasionally wear a couple womens fragrances.

In any case, this was the true swiss army knife of fragrance. Could be used in just about any casual situation.

This was groundbreaking in another way that it was a much lighter fragrance than many of the 80's and 90's powerhouse scents that came before it.

Definitely a classic that established the fresh and clean genre of fragrances."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","It might be hard to write a review that does this scent justice. How do you review a fragrance that was so iconic it anchored an entire generation, nay, generations? Boomers, Gen X and millennials all have a special spot in their hippocampus for CK One. Like many of you I'm sure, 2020 and 2021 have made me so disgustingly nostalgic for the past. The past we took for granted. Clubbing, dining, even just walking down the damn street. We took all that shit for granted!

Anyway, I've been listening to a lot of Utopia on Sirius radio. It's the station for dance hits from the 90s and 2000s. While listening to the remix of Deborah Cox's ""Nobody's Supposed to Be Here,"" I felt this painful gnaw of nostalgia, that same ache which scents like CK One give me. Actually, smelling CK One first makes me think of the Designer Imposter ""U"" that I owned at the time. The real thing was definitely out of my price range but the dupe was pretty good. After ""U"" my second memory is of the 7th grade dance. CeCe Peniston, La Bouche, Everything But the Girl. Plaid polyester and spaghetti straps. Steve Madden version 1.0. Were the mid 90s not the most innocent and invigorating time? Depending on your age you'll have a different answer.

Perfume is armchair time-travel."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",I remember when this came out I was in my early teens. I remember all the ads featuring Kate Moss and Donnie Wahlberg and wishing I liked the smell because I liked the models.. I didn't really care for it. Pretty sure either this or the Paco Rabanne one was the first commercial unisex fragrance
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",Citrus fresh floral scent. Smells good but lack of personality. More suitable for women.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Clean smelling, but nothing unordinary. It’s not something that’ll bring attention, but it will make you smell nice. I like the crispness of the citrus and it’s a good casual scent"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Fully agree with „yourthemanowdog“. The current version smells nothing like CK One in the 90‘s when it came out. It was a pure crisp green sweet citrus. Now it‘s powdery, balsamic and nutmeg with a citrus hint. It was a revolution when it came out and the campaign pictures were very androgynous and sexy. Yes, Kate Moss was one of the models but the pictures always showed a crowd of people and were all black and white, all wearing jeans and white tank tops. CK One would organize underground parties with lots of creative crowd in Paris where I lived. It was the hipsters of the 90‘s, before the word was even invented. These days you find CK One being sold at your local drugstore where they also sell toilet paper. vitamins and hair color."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I smelled it out of curiosity as I've worn it a few times 5 or 7 years ago, and it smells exactly like I remember! It's a very fresh scent, hard to dislike. It can probably fit anyone, the downside to this being that it lacks personality in my opinion. I wouldn't wear it myself but I don't think you can go wrong with it. Which is probably why it's a classic :)"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",remember buying this at belks when it first came out in around 95 it smelled alot different back then . it was much better back then more sweeter and alot more fresher . it doesn't smell the same anymore its like a imposter now . anyways that bottle is long gone now and the vintage chrome 20 years back didn't smell like ck1 its been reformulated as well
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","No offense, it started out veeerrry good for me, with green all in all, then.. it just smell like my father's friend, let's say it's a classic good, but I found it boring dried on my skin..

I have a very unique skin temperature, it sucks all the top notes like in the 1-2 minutes away.. to have it's top notes noticable on me is a great achievement in it's own way. For the price, I think it's a good catch for whoever love classic fresh fragrances"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","A solid like, but definitely not a love. I like the whiff of its scent in the air, which is fresh and clean, clean, clean. But when I sniff at my wrist with my nose pretty close to my skin, the scent is slightly different - more powdery maybe? I don't know, but I remember this fragrance to be much more rounded in its edges, though perhaps it's just my memory playing tricks on me. All in all, a good fragrance for when you want to smell clean and neutral, though this smells more masculine than feminine to my nose, but it still is unisex.

EDIT: Oh my! This might get bumped up to a 'love' for me! Not as a body fragrance, though. I spritzed this on my bedsheet, blanket and pillows, and would you know it - it works wonders! Used this way, my room smells fresh and clean and I slept like a baby! So cozy and refreshing at the same time!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I love it, such a full, well-rounded scent. Clean laundry and bergamot. Even for a EDT it is very weak unfortunately."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Ck One smells a liitle like DG Light Blue but with a greener note. Both have a powdery blue linen scent similar to that in some I have smelt in women's deodorant. The green musk is divine though. Ck One is like a green melon, whereas Ck All is an amazingly life-like juicy rockmelon."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","This was the 90s cult classic fragrance, this reminds me of when i was in high school with my flannel shirts and bell bottom jeans, good times!!!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I had deo spray when I was twelve. I remember only that it was named Paris-Moscow. It was green scent with citrus notes and I loved it. Unfortunately it was discontinued before year 2000. Yesterday I purchased CK-One and it was blind buy. I thought I should try this popular 90's scent. At least I think it is popular, people buy it very often from the store where I'm working. First sniff and I recognized this scent immediately, it's completely similar to Paris-Moscow. But I bet that Paris-Moscow was only cheap copy of Ck One. Fresh, green, and citrusy. Green note is quite sharp, but I like it."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",Great Fragrance for just smelling clean or going to the sport. It is aways in my sports bag and an easy to grab inoffensive grab. Can recommend it for this price.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']",Classic unisex cologne. Simply one of the best! Great creation of Alberto Morillas.
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","CK One is a really hard to hate fragrance, as I said in my CK All review, CK One (well, a cheap dupe for it) was what eased me into the world of fragrance and I will still always hold it in high regard.

I know what you're thinking and to be totally honest, I am also thinking it; what else can can be said thats not been said already?
Well, I wasn't actually a teen when this fragrance came out, so when I first smelt it, it was a whole new experience for me, it was a scent I actually wanted to smell of, clean, not overly masculine, just nice and neutral. Its a scent for people that dont like scent, dont want to wear anything olfactively challenging or just want to smell and feel clean, CK One on my skin is mostly lemon mixed with tea and cadromom, light floral accents from lily of the valley and a woody base of cedar and musk help to anchor everything into place, its vibrant, easy to wear and fresh, suitable for office wear, gym wear and so on.

Longevity is not amazing given that its a citrus based scent, but I manage to pull 5 hours from 5 sprays with a gentle ""wafty"" clean silage. Its widely available and very reasonably priced, so I'd happily buy this again, its a fail safe wardrobe staple like CK All is, spray it with abandon and enjoy!"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","On me this is citrus and green, until the dry down, after which I am left with only a light, slightly floral musk. I like what is left after the dry down, but it doesn't rock my world. I see how this would be a ""safe"" fragrance for the office or for someone who doesn't want a lot of sillage. It is a nice, balanced scent - I can easily see why others like it. It's just not going to be a favorite for me."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","Nice smell, it gives me a citrusy-soap vibe like if you just got out of a bath. Not a good performing fragance but also you can get big bottles very cheap. Worth the money if you use this to enjoy it by yourself."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","The fragrance I received from my girlfriend on our anniversary. Ran through a 200 ml in 2 years. To me, this is a hall of fame beautiful, clean, sexy scent that just makes me happy."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","This scent smells like a garden. Not as citrusy as people say, mostly all I can smell from this fragrance is florals. Cheap and worth the money for sure though."
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","This was groundbreaking in the beginning of the 90's. The thought of mixing ""male"" and ""female"" accords into a scent was somehow very bold, coming out of the 80's with power suits and Venice beach bodies...

It's not bold, of course, but still just a great fragance from that era. It was my signature for all thoose years from 94-99, i had just one perfume for day, night, spring, fall, etc, and it was CK.

My friends all said i was a poster boy for the metrosexual kid, growing up playing guitar in a rock band, dropping out of higher education, rather wanna travel the world, meet people, seeing countries, etc. There was nothing like the ""scent of the day"" and all that stuff. No collections of fragances, no office to go to, everything i had was two suitcases with clothes and a guitar and....my CK-bottle.

My taste changed over the years. Citrus is not something i reach for when i choose a perfume, not as a dominant accord if you now what i mean. That doesn´t mean it´s boring or whatever, no. But today i need a bit more deep and complex blends to go crazy over a scent.

But make no mistake: CK is minimalism at it's best. It's a must try for all of us. Clean sheets, and later...dirty minds....

8/10

Instagram: @a_fraghags_tale"
CK One Calvin Klein (unisex) ~ 1994,"['citrus', 'green', 'woody', 'powdery', 'aromatic', 'fresh', 'white floral', 'fresh spicy', 'musky', 'floral']","I never tried CK One in the 90s as a little child, but this is a familiar scent. It doesn’t really smell of a spray type fragrance. It just smells soapy and clean. It’s a shower fresh smell. The citrus in this is pretty tame just the way I like it.

It gets pretty light on the skin quickly after spraying. I’m not sure if I’d be able to identify this fragrance as a person wearing an edt vs someone just stepping out of the shower. Also, I can agree it is unisex because it smells like basic soap. However, I think I’d have a hard time convincing my male friends and family members to try it out. I would think they would say it smells too feminine leaning based on comments they have made on other fragrances."
